1gram,freq1,2gram,freq2,3gram,freq3,4gram,freq4,5gram,freq5,6gram,freq6
fondamentales,202,est-ce qu'on,232,lui avait pas,82,tout de même que,24,vous dire ce que je,8,feinte soumission que nous employons pour,4
positif,202,venez de,232,avec moi et,82,de la quantité de,24,cent mille livres de rentes,8,le degré des âges du plaisir,4
produisait,202,bien une,232,y avoir de,82,et à côté de,24,il est de mon devoir,8,au pied de la montagne et,4
pique,202,début de,232,de même le,82,je vous aime je,24,qu'il y avait peu de,8,a point d'amour pur et exempt,4
creuser,202,les siennes,232,lui a dit,82,je me suis mise,24,heure du jour et de,8,grignan a paris mercredi février ,4
prussien,202,sont pour,232,et de quelques,82,la raison en est,24,ce n'était pas une raison,8,et la voie la plus noble,4
canton,202,porter à,232,en est qui,82,n'y a personne qui,24,avait les yeux fixés sur,8,est au désespoir d'être trompé par,4
l'exil,202,les prussiens,232,de ses amies,82,le mariage de la,24,tout ce qu'il a fait,8,où il y a tant de,4
entrevoir,202,autres en,232,si grand nombre,82,qui est dans la,24,il y a toujours eu,8,ce que je puis vous promettre,4
brigand,202,déjà plus,232,il avait pour,82,lui dire que je,24,tout à coup il la,8,tempère et elle s'en sert utilement,4
combinaison,202,une très,232,quelque temps à,82,qui en est la,24,dans le moment même où,8,plusieurs discours de part & d'autre,4
d'oiseaux,202,le mystère,232,ont le plus,82,pendant les années -,24,ne put s'empêcher de le,8,port royal pour retourner en france,4
croupe,202,le procès,232,de même en,82,à l'étude de la,24,de tout ce qui pourrait,8,par bonne paix que brief dieu,4
fanatisme,202,des citoyens,232,croire que ce,82,il ne semble pas,24,point de vue sous lequel,8,tout ce que vous voudrez et,4
obligations,202,de dragons,232,contre sa poitrine,82,moi il n'y a,24,le vrai et le faux,8,de droite et de gauche des,4
dirigé,202,si bonne,232,baissant la voix,82,la plus importante de,24,du ton d'un homme qui,8,illustration les voyages du sieur de,4
désignant,202,un accent,232,toutes les classes,82,il était une fois,24,de la ville de lyon,8,le sujet de toutes les conversations,4
entendus,202,comment la,232,est possible que,82,dans l'esprit de la,24,de l'académie des sciences et,8,le son de sa voix mais,4
penchait,202,qu'elle allait,232,ils en ont,82,dire du mal de,24,que le jour où je,8,les emplois les plus frivoles il,4
précipitamment,202,des principaux,232,d'un grand nombre,82,y a un grand,24,revues et annotées par m,8,chercher si fort à se plaire,4
abîmes,202,font des,232,la mer noire,82,y a quatre ans,24,chère mère je t'embrasse de,8,droite et à gauche de leur,4
loue,202,ces idées,232,voir p note,82,et elle ne se,24,au coin de la place,8,qui suit l'emportement ou la peur,4
immédiate,202,fort en,232,la chambre il,82,au bras de son,24,il tourna le dos à,8,il y a plus d'un an,4
sommes-nous,201,pour vivre,232,ne me souviens,82,la croix de la,24,n'en est pas un qui,8,quart de lieue à peu près,4
dispose,201,les traditions,232,de douceur et,82,a pas de raison,24,de temps en temps sa,8,même à sa ruine enfin il,4
faction,201,bonheur des,232,et je vois,82,porte le nom de,24,moi non plus je ne,8,petite place à côté de vous,4
l'étonnement,201,aux choses,232,jusqu'à la dernière,82,je ne tardai pas,24,n'était pas homme à se,8,me semble que tout le monde,4
détourna,201,vit que,232,des moments où,82,une idée de ce,24,d'un ton qui n'admettait pas,8,l'omme esgaré qui ne scet où,4
renoncé,201,celuy qui,232,la propriété de,82,qui n'ont pas de,24,et si vous n'êtes pas,8,trouve si peu de gens qui,4
ha,201,venait d'être,232,du bois de,82,au-dessous de la surface,24,je ne suis pas à,8,il y eut un silence un,4
escaliers,201,un groupe,232,et la suite,82,et moi nous avons,24,du roi de prusse et,8,et à leur élévation procurent un,4
buckingham,201,charles de,232,et des femmes,82,tenir compte de la,24,je ne la verrai plus,8,tout ce qui se passe en,4
prononce,201,chez sa,232,par une de,82,en face de ce,24,sur le dossier de sa,8,de la pointe de son épée,4
puisqu'on,201,qui m'avait,232,dit le baron,82,sans doute parce que,24,de l'un que de l'autre,8,monde c'est un mouvement de l'orgueil,4
symphonie,201,oh mon,231,jeunes gens de,82,mettre à la porte,24,d'un signe de tête il,8,la surface de la terre comme,4
m’a,201,& ne,231,d'amour et de,82,elle se prit à,24,est à peu près de,8,poursuit avec acharnement sur ses traces,4
rivieres,201,ayant fait,231,état de choses,82,répondit cyrus smith et,24,à la place de grève,8,sert au moins à nous mener,4
hypothèse,201,de cheval,231,dit un jour,82,cent mille francs que,24,je ne suis pas du,8,là vient qu'il croit que ses,4
fixée,201,des environs,231,de ces gens,82,à la tentation de,24,la pièce de cinq francs,8,au milieu de la foule et,4
fumées,201,malheur à,231,pour se donner,82,membre de l'académie des,24,il est de la nature,8,dont nous venons de parler qui,4
registre,201,beaucoup d'autres,231,unes aux autres,82,pendant toute la soirée,24,dans la direction du nord,8,la tête d'un air de doute,4
destination,201,vous mais,231,et de même,82,de son mari le,24,pas besoin de dire que,8,la mort de sa femme et,4
communion,201,jamais fait,231,les événements de,82,entre le ciel et,24,de la compagnie de jésus,8, au général marmont j'ai reçu,4
décidée,201,du crime,231,de son fauteuil,82,je crois qu'il est,24,qu'il ne faut pas se,8,si hardiment en société avec elle,4
séances,201,vous ayez,231,le ventre de,82,savoir ce qui se,24,dans tous les sens il,8,la reconnaissance comme de la bonne,4
bandit,201,et qu'en,231,le lendemain elle,82,et la manière dont,24,vous supplie très humblement de,8,son pouce droit dans l'huile et,4
serments,201,du navire,231,ces deux femmes,82,de notre-dame de paris,24,deux mille cinq cents hommes,8,d'être malheureux pour persuader aux autres,4
pertes,201,risque de,231,la vue d'un,82,de son fils le,24,de cavalerie légère du général,8,pour ce qui est de moi,4
menacé,201,des sens,231,qu'il est possible,82,tout ce qui les,24,que le ciel et la,8,toute son attention il voit il,4
continuelles,201,donc vous,231,le matin même,82,à la pointe des,24,ne sont là que des,8,de monsieur de nemours et de,4
marchent,201,de l'an,231,sa place et,82,robe de chambre et,24,sur toute la longueur de,8,de l'intelligence et dans quelle mesure,4
frayeur,201,ce propos,231,s'il y en,82,du centre de gravité,24,et ce n'est pas seulement,8,quelquefois tout semblait disparaître dans le,4
naît,201,trouve pas,231,qui n'avait jamais,82,comme on le pense,24,que le fils du roi,8,la nuit fut tout à fait,4
fidèlement,201,il finit,231,même dans le,82,bonaparte toulon le floréal,24,des femmes de chambre de,8,sénèque surtout n'ont point ôté les,4
arguments,201,main dans,231,sont pas encore,82,je n'en avais pas,24,en se frappant le front,8,en sorte que la ruine de,4
chanté,201,le février,231,l'étude de la,82,la différence qu'il y,24,jour à la même heure,8,où je ne la voyais pas,4
inexplicable,201,mot qui,231,le dernier des,82,prendre un peu de,24,n'a pas besoin de savoir,8,dans la direction des affaires extérieures,4
souuent,200,cela nous,231,ne vous demande,82,il avait la tête,24,je les priay de me,8,de rhamsès le grand et de,4
demy,200,en eût,231,s'il se fût,82,ne répondit pas et,24,est propre rien n'est si,8,lui est indifférent d'en avoir plusieurs,4
chaire,200,une vingtaine,231,il aurait fallu,82,de la vie pour,24,il monta à cheval et,8,ne se sentait pas la force,4
rôles,200,lui demandait,231,ce à quoi,82,au fond du jardin,24,dans tout le reste de,8,choses que nous concevons clairement et,4
ramée,200,se taire,231,ne sait rien,82,il est capable de,24,à quatre heures après midi,8,sous la restauration il fut nommé,4
lumineuse,200,le plancher,231,de ses forces,82,c'est une sorte de,24,vous ne me reconnaissez pas,8,pour accepter le corps du sauveur,4
juan,200,jusqu'au fond,231,en présence des,82,y eut un grand,23,ce n'est pas ta faute,8,il ne reste plus que les,4
osa,200,souvent le,231,tous les crimes,82,ni moi non plus,23,du pays et de la,8,point perdre la vie et on,4
descendent,200,plupart de,231,du siècle dernier,82,la raison et la,23,on se mit en marche,8,de je ne sais plus quelle,4
germanique,200,charles x,231,se compose de,82,à fond de train,23,vous ne savez pas quelle,8,la nuit au clair de la,4
mouiller,200,yeux la,231,tous les regards,82,pour ce qui regarde,23,je te jure que je,8,janvier  bonaparte général en chef,4
essai,200,toutes nos,231,ne pas perdre,82,on va le voir,23,n'ai plus rien à vous,8,de la pauvreté de l'esprit qui,4
voulût,200,avait commencé,231,sur la première,82,tous les corps de,23,du chapitre x de la,8,que je sais ce que c'est,4
george,200,de continuer,231,la reine il,82,je ne dis rien,23,puis une autre puis une,8,de fiancé d'époux d'amant céleste et,4
pressés,200,voir son,231,premier coup de,82,de ce que sa,23,qui ne les ont pas,8,est sans doute que le protée,4
haines,200,libre de,231,comme on a,82,depuis bien des années,23,ce que c'était que cette,8,que son père et sa mère,4
amitiés,200,pour parler,231,de le prendre,82,on n'a pas le,23,peu de gens connaissent la,8,il ne tient qu'à moi de,4
métaux,200,de succès,230,la cheminée et,82,les arbres de la,23,ce n'était pas une petite,8,qui fait tant disputer contre les,4
dizaine,200,un nombre,230,à ma place,82,la cour de louis,23,de l'île de bretagne la,8,l'amour de soi-même et de toutes,4
finissent,200,de l'opéra,230,choses qui sont,82,je sais je sais,23,tout le cours de sa,8,femme de chambre de mme putbus,4
pyramide,200,celui où,230,et sur un,82,sur un fond de,23,à la rivière des prairies,8,flanqué à droite et à gauche,4
révolutionnaires,200,les députés,230,est celle qui,82,de la vie si,23,quelque chose de plus grave,8,attire ceux de tout le monde,4
serviette,200,à devenir,230,cependant je ne,82,l'une ou l'autre de,23,ne me permet pas de,8,que le talent le plus excellent,4
aurait-il,200,dans l'escalier,230,se composait de,82,et c'est vous qui,23,que je lui avais donné,8,qui est à proprement parler la,4
charmé,200,dans celle,230,tendant la main,82,je croyais que vous,23,peu à peu il se,8,assez de force pour supporter les,4
obscures,200,dire mais,230,de prendre des,82,la flamme de la,23,par monts et par vaux,8,conduites ses souplesses ne se peuvent,4
l'immortalité,200,moments de,230,vous m'avez dit,82,dans la tête de,23,la plus belle la plus,8,il vécut dans la retraite jusqu'à,4
compare,200,et celles,230,c'est à moi,82,autant que je le,23,il y a une isle,8,lettre d'auteur inconnu à mme de,4
d'hier,200,près d'un,230,qui ressemble à,82,avec son air de,23,de la guerre et les,8,le caractère des grands esprits de,4
l'éternité,200,en suivant,230,marchand de vin,82,dans toutes les classes,23,lettres de mme de sévigné,8,naturel et se découvre par la,4
murmura-t-elle,200,bords du,230,il est aussi,82,par le conseil de,23,que li rois de france,8,les guérir la cicatrice paraît toujours,4
complot,200,& à,230,il était un,82,à voix basse en,23,a gauche murmures a droite,8,il n'y a que les personnes,4
repoussé,199,m'a donné,230,de vouloir bien,82,le mot de l'énigme,23,vous ne savez pas tout,8,les somptuosités terrestres puis sur les,4
fait-il,199,la vapeur,230,qu'il ne vous,82,mot de ce que,23,il y a là de,8,y a lieues a l'entrée d'icelle,4
réplique,199,une immense,230,la partie du,82,uns pour les autres,23,sans se rendre compte de,8,le mythe du castor et du,4
gravure,199,doute la,230,dont toutes les,82,et je vous prie,23,et que nous ne pouvons,8,faisons pas assez servir à obtenir,4
amy,199,est par,230,le floréal an,82,il fit un pas,23,dit mme de villeparisis à,8,visions de béatitude éternelle qui commençaient,4
contours,199,science de,230,où elle ne,82,ce que vous en,23,du nord au sud et,8,des provinces injustement s'appelle faire des,4
souhaitait,199,secrets de,230,du matin il,82,dans la journée de,23,sous les fenêtres de la,8,sous prétexte de pleurer la perte,4
conspiration,199,une bête,230,me charge de,82,les gens du peuple,23,demande la permission de vous,8,et accroissent les vices comme le,4
franchit,199,belle que,230,cela veut dire,82,de la joie et,23,de la femme et de,8,sous un espoir nouveau et emma,4
fault,199,en mer,230,temps à perdre,82,quatre mille cinq cents,23,de même que dans les,8,lâche docilité qui est pour bien,4
d'angoisse,199,un passage,230,cela ne me,82,toute la surface de,23,de la femme qui a,8,au saut de la riviere des,4
situations,199,cheveux et,230,l'un des deux,82,dire qu'il n'y a,23,autour de lui comme un,8,aux fêtes de neptune et de,4
sonne,199,et faisait,230,vous êtes en,82,et il me dit,23,on ne saurait douter que,8,le duc de bourgogne le comte,4
l'agitation,199,clair de,230,long des murs,82,lui coupa la parole,23,de même qu'il y a,8,entra tout à coup dans la,4
honneste,199,par derrière,230,sans doute dans,82,à la cause de,23,la crosse de son fusil,8,qu'elle avança les lèvres pour accepter,4
gueux,199,autant qu'il,230,effets de la,82,je me mets à,23,quand je pense que je,8,au commencement du règne de louis,4
manteaux,199,avait donc,230,que vous auriez,82,que vous vous en,23,nous ne sommes pas riches,8,au commencement et à la fin,4
cote,199,homme dont,230,et pour se,82,un peu plus bas,23,quand il n'y avait plus,8,je vous fais passer citoyen général,4
croisade,199,si votre,230,son front et,82,de ce que lui,23,il y a si peu,8,tous amer veulx je vous pry,4
partons,199,une action,230,par la seule,82,ce n'est point par,23,ce n'est pas seulement parce,8,y a quinze jours que je,4
concerts,199,ceux qu'il,230,la manière des,82,fait il y a,23,on serait tenté de le,8,la défaite la confusion et le,4
deniers,199,la représentation,230,du lit de,82,le nez au vent,23,cacha son visage dans ses,8,fils de monsieur grandet de paris,4
attribue,199,la solution,230,et de notre,82,une de ces petites,23,ne pouvait se lasser de,8,leur excès de là vient que,4
mineurs,199,avec cet,230,dans les mémoires,82,loi de la nature,23,il ne laissa pas de,8,les états de la vie et,4
voluptueux,199,donc bien,230,du moins le,82,que je vous offre,23,de ce que j'ai fait,8,la salle à manger et la,4
visiteurs,199,bien mieux,230,non seulement de,82,la nature de cette,23,je ne vois pas comment,8,honte le dessein de faire fortune,4
maria,199,des soins,230,que le feu,82,les uns pour les,23,de trois pieds de haut,8,celui de m le duc de,4
patronne,199,c'est toi,230,lui donna un,82,le lever du soleil,23,quand on en est éloigné,8,de nouveaux ordres bonaparte paris le,4
conquette,199,non la,230,par la crainte,82,ce n'était pas son,23,qui est vrai c'est que,8,il s'enfuit il s'enfuit mais une,4
piquant,199,la revue,230,n'est-ce pas et,82,au milieu de nos,23,où il se trouvait et,8,d'après maspero musée egyptien i pl,4
autorités,199,voilà les,230,quelques-uns de ses,82,encore que de coutume,23,yeux de la jeune femme,8,afin de rester là plus longtemps,4
rhône,199,aucun doute,230,la porte ouverte,82,tous les jours pour,23,tout à coup au détour,8,récusons tous les jours des juges,4
durable,199,dès ce,230,du pain et,82,le bout du nez,23,bouteille de vin de champagne,8,l'abbé c-h laverdière m a professeur,4
